order_id,order_datetime,customer_id,city,restaurant,cuisine,quantity,item_price,discount,gross_amount,revenue,delivery_time_min,status,rating
10387,2024-01-25 16:50:00,11105,Chennai,Velachery Biryani,Biryani,4,320,0.02,1280,1254.5,26,Delivered,5.0
4567,2024-01-25 17:40:00,10156,Hyderabad,Nizam Bites,South Indian,2,220,0.01,440,436.21,31,Delivered,4.0
10836,2024-01-25 18:20:00,13284,Hyderabad,Paradise,Burgers,4,250,0.14,1000,862.93,42,Delivered,3.4
7313,2024-01-25 19:10:00,14673,Mumbai,BKC Biryani Works,Burgers,3,250,0.16,750,627.16,43,Delivered,4.4
729,2024-01-25 20:00:00,13145,Mumbai,Pizza Hub BOM,South Indian,1,220,0.08,220,203.23,43,Delivered,4.3
9223,2024-01-25 20:10:00,17444,Bengaluru,Pizza Hub BLR,Pizza,3,450,0.2,1350,1075.36,46,Delivered,3.5
2294,2024-01-25 20:20:00,13699,Mumbai,Carter Desserts,South Indian,4,220,0.08,880,812.27,42,Delivered,3.8
10683,2024-01-25 20:20:00,12845,Hyderabad,Paradise,North Indian,2,280,0.03,560,544.55,40,Delivered,4.8
5658,2024-01-25 20:30:00,14033,Hyderabad,Paradise,North Indian,5,280,0.07,1400,1302.11,39,Delivered,4.4
4813,2024-01-25 20:50:00,12012,Bengaluru,Pizza Hub BLR,Burgers,5,250,0.22,1250,977.45,44,Delivered,4.6
1258,2024-01-25 20:50:00,12230,Mumbai,Carter Desserts,North Indian,1,280,0.06,280,262.53,37,Delivered,4.5
10519,2024-01-25 21:00:00,10489,Hyderabad,Paradise,Biryani,4,320,0.03,1280,1247.45,35,Delivered,4.7
7683,2024-01-25 21:20:00,10877,Delhi,Saket Chinese,South Indian,1,220,0.06,220,207.1,38,Returned,
9119,2024-01-25 21:20:00,17461,Pune,Pizza Hub PNE,North Indian,3,280,0.13,840,734.36,33,Delivered,4.2
660,2024-01-25 21:40:00,19873,Mumbai,BKC Biryani Works,Chinese,3,300,0.09,900,815.63,37,Delivered,4.7
6676,2024-01-25 21:40:00,10475,Bengaluru,Taste of Indiranagar,Chinese,5,300,0.1,1500,1345.46,43,Delivered,4.3
10984,2024-01-25 21:40:00,15305,Hyderabad,Pizza Hub HYD,Pizza,2,450,0.3,900,625.62,32,Delivered,4.2
1114,2024-01-25 22:00:00,12045,Delhi,Saket Chinese,South Indian,2,220,0.09,440,398.42,20,Delivered,4.4
4589,2024-01-25 22:10:00,19214,Bengaluru,Darshini Express,Pizza,2,450,0.2,900,720.25,36,Delivered,3.6
9437,2024-01-25 22:20:00,12025,Hyderabad,Nizam Bites,Biryani,2,320,0.02,640,625.97,52,Delivered,4.3
10792,2024-01-25 22:20:00,19338,Delhi,Karol Bagh Biryani,South Indian,2,220,0.07,440,408.66,35,Delivered,4.5
8501,2024-01-25 22:40:00,12042,Chennai,Pizza Hub CHE,Biryani,6,320,0.05,1920,1814.86,45,Delivered,3.8
1953,2024-01-25 23:40:00,10904,Bengaluru,Koramangala Biryani Co,Chinese,4,300,0.11,1200,1065.68,60,Delivered,3.4
2853,2024-01-26 01:30:00,13733,Bengaluru,Pizza Hub BLR,North Indian,3,280,0.1,840,755.75,33,Delivered,4.5
10192,2024-01-26 02:30:00,13382,Hyderabad,Paradise,Chinese,4,300,0.09,1200,1086.85,35,Delivered,4.9
2996,2024-01-26 03:10:00,15937,Bengaluru,Namma Chinese,Pizza,2,450,0.25,900,677.69,37,Delivered,4.5
4871,2024-01-26 03:20:00,17231,Pune,Kothrud Chinese,Biryani,3,320,0.05,960,915.34,20,Delivered,4.3
10159,2024-01-26 03:30:00,17138,Mumbai,Carter Desserts,South Indian,3,220,0.2,660,526.81,35,Delivered,4.2
11958,2024-01-26 03:40:00,17422,Chennai,OMR Burgers,South Indian,2,220,0.06,440,415.19,21,Delivered,5.0
10473,2024-01-26 05:20:00,11001,Delhi,CP Kitchen,Biryani,1,320,0.06,320,301.6,25,Delivered,4.2
10091,2024-01-26 05:40:00,15258,Mumbai,Carter Desserts,Pizza,1,450,0.18,450,370.3,39,Delivered,4.1
10755,2024-01-26 05:40:00,16981,Bengaluru,Taste of Indiranagar,Desserts,6,180,0.08,1080,991.52,33,Delivered,5.0
6324,2024-01-26 06:30:00,10921,Delhi,Pizza Hub DEL,Biryani,3,320,0.05,960,914.64,20,Delivered,5.0
1994,2024-01-26 06:50:00,16483,Mumbai,Powai Chinese,North Indian,3,280,0.02,840,824.77,15,Delivered,5.0
7802,2024-01-26 07:10:00,19887,Delhi,Pizza Hub DEL,Pizza,3,450,0.17,1350,1120.9,43,Delivered,4.0
3305,2024-01-26 16:10:00,14610,Bengaluru,Darshini Express,Biryani,4,320,0.07,1280,1192.74,52,Delivered,4.0
2599,2024-01-26 17:00:00,11804,Bengaluru,Pizza Hub BLR,Chinese,2,300,0.12,600,529.36,49,Delivered,4.0
3775,2024-01-26 20:00:00,13702,Mumbai,BKC Biryani Works,Pizza,3,450,0.19,1350,1087.4,37,Delivered,4.0
7894,2024-01-26 20:00:00,14047,Bengaluru,Pizza Hub BLR,Biryani,5,320,0.04,1600,1541.97,32,Delivered,4.5
946,2024-01-26 20:10:00,14495,Mumbai,Carter Desserts,North Indian,1,280,0.07,280,260.27,49,Delivered,3.7
2451,2024-01-26 20:30:00,16418,Hyderabad,Paradise,South Indian,5,220,0.11,1100,979.43,39,Delivered,4.4
3850,2024-01-26 20:30:00,17825,Mumbai,Carter Desserts,Burgers,2,250,0.15,500,424.46,33,Delivered,4.8
3864,2024-01-26 21:10:00,12040,Bengaluru,Taste of Indiranagar,South Indian,5,220,0.06,1100,1035.14,37,Delivered,4.9
11683,2024-01-26 21:10:00,12139,Delhi,Saket Chinese,Burgers,1,250,0.18,250,204.73,41,Delivered,3.9
3058,2024-01-26 21:20:00,13819,Pune,Pizza Hub PNE,Burgers,7,250,0.18,1750,1442.3,37,Delivered,4.6
344,2024-01-26 21:20:00,18974,Chennai,OMR Burgers,Pizza,2,450,0.14,900,771.81,48,Delivered,4.0
8899,2024-01-26 21:30:00,17175,Mumbai,Powai Chinese,Biryani,4,320,0.02,1280,1254.82,35,Delivered,4.6
3160,2024-01-26 21:50:00,19593,Delhi,Saket Chinese,Pizza,2,450,0.17,900,745.53,42,Delivered,4.2
9924,2024-01-26 22:00:00,12187,Delhi,GK Desserts,Chinese,4,300,0.07,1200,1113.36,41,Delivered,4.3
2533,2024-01-26 22:00:00,18638,Delhi,GK Desserts,North Indian,7,280,0.16,1960,1650.81,36,Delivered,4.1
5955,2024-01-26 22:20:00,12502,Pune,Pizza Hub PNE,South Indian,5,220,0.09,1100,1004.68,47,Delivered,4.2
6864,2024-01-26 22:30:00,18335,Mumbai,Andheri Spice,Chinese,2,300,0.07,600,555.38,38,Delivered,4.3
9386,2024-01-26 22:50:00,12925,Mumbai,BKC Biryani Works,Pizza,3,450,0.13,1350,1180.06,40,Delivered,4.5
2754,2024-01-26 23:00:00,12965,Chennai,T Nagar Chinese,North Indian,4,280,0.08,1120,1029.48,32,Delivered,5.0
6392,2024-01-26 23:50:00,15830,Mumbai,Carter Desserts,Pizza,4,450,0.26,1800,1336.95,43,Delivered,4.5
4825,2024-01-27 00:30:00,13496,Pune,Camp Biryani House,North Indian,1,280,0.11,280,249.96,29,Delivered,4.7
2383,2024-01-27 02:20:00,18661,Pune,Kothrud Chinese,South Indian,1,220,0.04,220,210.57,25,Delivered,4.2
2958,2024-01-27 02:20:00,12447,Bengaluru,Namma Chinese,North Indian,4,280,0.03,1120,1084.58,45,Delivered,4.0
11722,2024-01-27 03:30:00,12903,Pune,Kothrud Chinese,Desserts,1,180,0.09,180,163.02,33,Delivered,4.5
1719,2024-01-27 03:30:00,19606,Bengaluru,Koramangala Biryani Co,Chinese,4,300,0.15,1200,1021.21,31,Delivered,5.0
10795,2024-01-27 03:50:00,14625,Pune,FC Road Spice,Pizza,2,450,0.15,900,762.3,26,Delivered,4.2
11709,2024-01-27 04:10:00,16474,Delhi,Saket Chinese,North Indian,1,280,0.06,280,262.67,32,Delivered,3.8
7297,2024-01-27 04:20:00,14427,Mumbai,Pizza Hub BOM,Biryani,3,320,0.05,960,910.32,50,Delivered,3.9
1274,2024-01-27 04:30:00,17025,Bengaluru,Darshini Express,Burgers,2,250,0.17,500,416.26,31,Delivered,3.8
7187,2024-01-27 04:40:00,14707,Chennai,Velachery Biryani,Biryani,8,320,0.06,2560,2405.82,30,Delivered,4.3
9887,2024-01-27 05:10:00,16806,Chennai,OMR Burgers,Biryani,3,320,0.12,960,845.1,46,Delivered,3.9
4488,2024-01-27 05:10:00,13469,Mumbai,Powai Chinese,Biryani,4,320,0.07,1280,1195.73,51,Delivered,3.5
9094,2024-01-27 05:20:00,15065,Bengaluru,Taste of Indiranagar,Biryani,4,320,0.06,1280,1201.12,31,Delivered,4.5
4981,2024-01-27 05:40:00,18880,Pune,FC Road Spice,South Indian,2,220,0.06,440,413.12,31,Delivered,4.8
600,2024-01-27 05:50:00,17842,Chennai,Adyar Ananda,South Indian,1,220,0.05,220,209.3,26,Delivered,4.4
9159,2024-01-27 06:50:00,19480,Chennai,Pizza Hub CHE,Burgers,1,250,0.11,250,223.68,39,Delivered,4.0
10814,2024-01-27 07:20:00,12841,Chennai,OMR Burgers,Desserts,3,180,0.1,540,483.93,34,Delivered,4.2
5801,2024-01-27 16:50:00,14857,Bengaluru,Koramangala Biryani Co,Biryani,5,320,0.05,1600,1522.26,24,Delivered,4.5
11960,2024-01-27 19:00:00,19840,Chennai,Velachery Biryani,North Indian,3,280,0.02,840,819.25,30,Delivered,4.4
3601,2024-01-27 19:00:00,16225,Delhi,Pizza Hub DEL,North Indian,4,280,0.04,1120,1078.01,44,Delivered,4.6
9374,2024-01-27 19:40:00,16652,Chennai,T Nagar Chinese,North Indian,3,280,0.1,840,755.22,44,Delivered,4.5
7618,2024-01-27 19:50:00,10485,Mumbai,Powai Chinese,Pizza,4,450,0.2,1800,1439.01,40,Delivered,4.7
4571,2024-01-27 19:50:00,10756,Mumbai,Andheri Spice,North Indian,3,280,0.05,840,797.83,43,Delivered,4.3
307,2024-01-27 20:10:00,18494,Chennai,Pizza Hub CHE,Biryani,3,320,0.01,960,945.67,41,Delivered,4.8
9626,2024-01-27 20:10:00,17360,Chennai,T Nagar Chinese,Biryani,2,320,0.06,640,601.78,22,Delivered,4.8
5529,2024-01-27 20:10:00,12686,Bengaluru,Koramangala Biryani Co,Burgers,3,250,0.08,750,691.16,33,Delivered,4.4
236,2024-01-27 20:20:00,14854,Pune,Kothrud Chinese,Chinese,6,300,0.11,1800,1608.86,41,Delivered,4.4
9917,2024-01-27 20:30:00,16546,Delhi,Karol Bagh Biryani,Biryani,1,320,0.03,320,310.73,46,Delivered,3.9
5000,2024-01-27 20:30:00,12962,Bengaluru,Pizza Hub BLR,Biryani,3,320,0.03,960,927.92,40,Delivered,3.6
10378,2024-01-27 20:40:00,13689,Bengaluru,Taste of Indiranagar,Biryani,3,320,0.09,960,869.31,50,Delivered,4.1
1039,2024-01-27 20:50:00,17642,Bengaluru,Taste of Indiranagar,North Indian,2,280,0.11,560,498.07,38,Delivered,3.7
8926,2024-01-27 20:50:00,10740,Chennai,OMR Burgers,Desserts,3,180,0.15,540,461.33,56,Delivered,3.5
9721,2024-01-27 21:10:00,17110,Chennai,T Nagar Chinese,Chinese,3,300,0.18,900,740.01,29,Delivered,4.2
3390,2024-01-27 21:20:00,12889,Delhi,Pizza Hub DEL,South Indian,2,220,0.05,440,416.19,35,Delivered,3.7
3293,2024-01-27 21:40:00,15330,Pune,Kothrud Chinese,North Indian,4,280,0.12,1120,984.25,32,Cancelled,
396,2024-01-27 21:40:00,15254,Bengaluru,Darshini Express,Desserts,3,180,0.16,540,451.48,48,Delivered,3.7
6336,2024-01-27 22:00:00,19536,Bengaluru,Namma Chinese,South Indian,2,220,0.03,440,425.07,49,Delivered,3.5
6344,2024-01-27 22:10:00,11947,Delhi,Karol Bagh Biryani,North Indian,4,280,0.11,1120,999.36,44,Delivered,3.8
1939,2024-01-27 22:10:00,13239,Delhi,GK Desserts,Biryani,2,320,0.0,640,640.0,41,Cancelled,
7209,2024-01-27 22:40:00,12315,Mumbai,BKC Biryani Works,Burgers,4,250,0.11,1000,894.84,39,Delivered,4.1
6049,2024-01-28 00:30:00,15963,Pune,Kothrud Chinese,North Indian,4,280,0.1,1120,1004.48,33,Delivered,4.3
10626,2024-01-28 00:40:00,14870,Mumbai,Powai Chinese,Biryani,4,320,0.05,1280,1220.14,28,Delivered,3.9
6183,2024-01-28 02:20:00,15051,Bengaluru,Taste of Indiranagar,South Indian,4,220,0.06,880,827.64,27,Cancelled,
9184,2024-01-28 03:00:00,14630,Mumbai,Carter Desserts,Chinese,4,300,0.08,1200,1099.98,28,Delivered,4.2
893,2024-01-28 03:00:00,18526,Delhi,Pizza Hub DEL,Biryani,2,320,0.03,640,622.83,31,Delivered,3.5
4711,2024-01-28 03:00:00,12883,Mumbai,Andheri Spice,Pizza,4,450,0.16,1800,1510.73,31,Delivered,4.9
9609,2024-01-28 03:40:00,17751,Mumbai,Powai Chinese,Biryani,4,320,0.06,1280,1197.4,33,Delivered,3.9
2641,2024-01-28 03:50:00,14692,Bengaluru,Pizza Hub BLR,North Indian,3,280,0.13,840,734.76,20,Delivered,5.0
4470,2024-01-28 03:50:00,13645,Mumbai,Pizza Hub BOM,Desserts,4,180,0.15,720,612.23,41,Delivered,4.2
1102,2024-01-28 04:00:00,18341,Pune,Camp Biryani House,South Indian,4,220,0.1,880,789.2,20,Delivered,4.7
3251,2024-01-28 04:10:00,12502,Mumbai,Pizza Hub BOM,Chinese,3,300,0.14,900,771.35,42,Delivered,4.0
4110,2024-01-28 04:40:00,16344,Delhi,Pizza Hub DEL,South Indian,3,220,0.0,660,660.0,24,Returned,
3374,2024-01-28 04:40:00,17482,Hyderabad,Chinese Bowl HYD,Chinese,2,300,0.05,600,570.28,30,Delivered,4.7
7446,2024-01-28 04:40:00,14565,Delhi,Saket Chinese,Burgers,4,250,0.11,1000,891.23,20,Delivered,4.5
5894,2024-01-28 05:00:00,12682,Delhi,CP Kitchen,Biryani,3,320,0.09,960,872.78,36,Delivered,4.3
9063,2024-01-28 05:10:00,16955,Bengaluru,Darshini Express,North Indian,1,280,0.08,280,258.97,26,Delivered,4.2
719,2024-01-28 05:10:00,14584,Bengaluru,Pizza Hub BLR,Chinese,3,300,0.06,900,847.61,27,Delivered,4.6
916,2024-01-28 05:40:00,13648,Delhi,Karol Bagh Biryani,North Indian,4,280,0.09,1120,1014.31,40,Delivered,3.7
1272,2024-01-28 05:40:00,18256,Delhi,CP Kitchen,South Indian,2,220,0.06,440,413.91,21,Delivered,5.0
822,2024-01-28 05:40:00,16091,Hyderabad,Nizam Bites,Biryani,3,320,0.0,960,960.0,29,Delivered,4.6
4501,2024-01-28 05:50:00,15074,Bengaluru,Koramangala Biryani Co,Biryani,1,320,0.0,320,320.0,30,Delivered,4.2
3371,2024-01-28 05:50:00,18772,Hyderabad,Pizza Hub HYD,North Indian,5,280,0.11,1400,1245.84,41,Delivered,4.7
9881,2024-01-28 05:50:00,16541,Delhi,GK Desserts,North Indian,4,280,0.11,1120,991.2,35,Delivered,4.5
9633,2024-01-28 06:00:00,13990,Pune,Kothrud Chinese,North Indian,3,280,0.02,840,820.97,24,Delivered,4.5
3465,2024-01-28 06:30:00,16672,Bengaluru,Pizza Hub BLR,South Indian,3,220,0.04,660,636.13,43,Delivered,4.5
3822,2024-01-28 06:50:00,15384,Mumbai,Powai Chinese,North Indian,2,280,0.1,560,501.99,29,Delivered,4.1
9946,2024-01-28 07:40:00,11006,Mumbai,Powai Chinese,North Indian,3,280,0.08,840,768.89,43,Delivered,4.4
11740,2024-01-28 17:30:00,11282,Chennai,Velachery Biryani,Burgers,3,250,0.15,750,639.77,31,Delivered,4.5
8676,2024-01-28 17:40:00,16010,Hyderabad,Pizza Hub HYD,North Indian,3,280,0.09,840,766.86,21,Delivered,4.9
9123,2024-01-28 17:40:00,11199,Pune,Pizza Hub PNE,Chinese,7,300,0.12,2100,1848.6,24,Delivered,4.8
3735,2024-01-28 18:20:00,19569,Chennai,T Nagar Chinese,Chinese,2,300,0.04,600,574.93,48,Delivered,3.6
2628,2024-01-28 19:20:00,11938,Mumbai,Pizza Hub BOM,North Indian,5,280,0.06,1400,1310.26,36,Delivered,4.3
839,2024-01-28 19:40:00,16064,Bengaluru,Namma Chinese,South Indian,3,220,0.02,660,644.36,43,Delivered,3.8
10161,2024-01-28 19:50:00,19699,Hyderabad,Bawarchi,Chinese,4,300,0.07,1200,1113.93,32,Delivered,5.0
9579,2024-01-28 20:00:00,14880,Bengaluru,Taste of Indiranagar,South Indian,2,220,0.03,440,427.56,56,Delivered,3.6
9808,2024-01-28 20:40:00,18955,Bengaluru,Koramangala Biryani Co,Burgers,3,250,0.17,750,625.04,52,Returned,
9800,2024-01-28 21:00:00,16805,Chennai,Pizza Hub CHE,Chinese,2,300,0.11,600,535.27,25,Delivered,4.3
3272,2024-01-28 21:10:00,12279,Mumbai,Powai Chinese,Desserts,2,180,0.16,360,301.12,44,Delivered,4.0
5959,2024-01-28 21:50:00,17951,Bengaluru,Taste of Indiranagar,Desserts,1,180,0.13,180,156.25,44,Cancelled,
3698,2024-01-28 22:00:00,18457,Pune,Burger Bay PNE,South Indian,1,220,0.06,220,206.4,41,Delivered,3.8
7926,2024-01-28 22:10:00,13337,Bengaluru,Taste of Indiranagar,Biryani,2,320,0.11,640,572.34,47,Delivered,3.8
4181,2024-01-28 22:30:00,10320,Bengaluru,Taste of Indiranagar,Biryani,3,320,0.04,960,920.33,31,Delivered,3.9
118,2024-01-28 22:40:00,19083,Hyderabad,Bawarchi,South Indian,3,220,0.01,660,652.19,41,Delivered,4.0
1016,2024-01-28 22:40:00,15137,Bengaluru,Namma Chinese,North Indian,4,280,0.04,1120,1075.13,42,Delivered,4.8
7935,2024-01-29 00:00:00,16560,Delhi,CP Kitchen,Burgers,1,250,0.21,250,198.04,39,Delivered,4.0
1649,2024-01-29 00:30:00,19609,Delhi,Saket Chinese,Chinese,3,300,0.07,900,835.17,30,Delivered,4.5
5934,2024-01-29 03:00:00,12829,Pune,Camp Biryani House,Biryani,3,320,0.03,960,927.94,21,Delivered,5.0
1473,2024-01-29 03:10:00,14488,Bengaluru,Namma Chinese,Chinese,4,300,0.13,1200,1047.5,41,Delivered,3.9
8808,2024-01-29 03:30:00,16126,Chennai,Adyar Ananda,Burgers,4,250,0.17,1000,829.03,22,Delivered,5.0
7460,2024-01-29 03:40:00,15500,Hyderabad,Paradise,North Indian,3,280,0.11,840,746.72,26,Delivered,4.9
6079,2024-01-29 03:40:00,17025,Bengaluru,Koramangala Biryani Co,Burgers,5,250,0.17,1250,1034.21,30,Delivered,3.9
3621,2024-01-29 03:50:00,19969,Bengaluru,Koramangala Biryani Co,Desserts,4,180,0.18,720,593.97,47,Delivered,4.2
3986,2024-01-29 03:50:00,17125,Chennai,T Nagar Chinese,North Indian,2,280,0.09,560,511.86,49,Delivered,4.3
5107,2024-01-29 04:00:00,11948,Hyderabad,Bawarchi,Burgers,2,250,0.13,500,434.45,15,Delivered,5.0
3596,2024-01-29 04:50:00,13931,Chennai,Velachery Biryani,Chinese,6,300,0.06,1800,1700.04,33,Delivered,4.2
5788,2024-01-29 04:50:00,19228,Delhi,CP Kitchen,North Indian,2,280,0.03,560,540.57,32,Delivered,4.4
9035,2024-01-29 04:50:00,19848,Pune,FC Road Spice,Desserts,2,180,0.05,360,342.87,41,Delivered,4.3
668,2024-01-29 05:10:00,11456,Hyderabad,Pizza Hub HYD,South Indian,5,220,0.05,1100,1040.07,44,Returned,
3319,2024-01-29 05:10:00,10102,Bengaluru,Pizza Hub BLR,Chinese,1,300,0.12,300,265.38,32,Delivered,4.4
4786,2024-01-29 05:50:00,16120,Delhi,Pizza Hub DEL,Biryani,3,320,0.0,960,957.23,30,Delivered,4.4
9382,2024-01-29 06:10:00,18739,Bengaluru,Namma Chinese,Chinese,3,300,0.09,900,822.53,35,Cancelled,
5033,2024-01-29 17:00:00,11731,Bengaluru,Taste of Indiranagar,Biryani,2,320,0.08,640,588.26,36,Delivered,4.0
8816,2024-01-29 20:00:00,16427,Chennai,Velachery Biryani,South Indian,4,220,0.08,880,807.77,30,Delivered,3.7
4011,2024-01-29 20:20:00,16309,Pune,FC Road Spice,Chinese,3,300,0.1,900,810.34,30,Delivered,4.7
9116,2024-01-29 20:40:00,18343,Pune,Kothrud Chinese,Chinese,4,300,0.1,1200,1084.72,36,Delivered,3.8
5423,2024-01-29 21:00:00,12469,Chennai,OMR Burgers,Biryani,3,320,0.03,960,935.07,41,Delivered,4.2
1430,2024-01-29 21:10:00,11669,Hyderabad,Chinese Bowl HYD,Burgers,3,250,0.18,750,618.15,64,Delivered,3.0
3873,2024-01-29 21:30:00,17722,Mumbai,Andheri Spice,Biryani,1,320,0.04,320,308.7,30,Delivered,4.9
3366,2024-01-29 21:30:00,16268,Chennai,Adyar Ananda,Pizza,2,450,0.18,900,734.7,37,Delivered,4.6
2285,2024-01-29 21:40:00,11749,Mumbai,Andheri Spice,South Indian,3,220,0.01,660,651.65,33,Delivered,4.3
10629,2024-01-29 21:50:00,16957,Bengaluru,Darshini Express,South Indian,1,220,0.07,220,204.1,50,Delivered,4.2
3924,2024-01-29 22:20:00,12400,Mumbai,Powai Chinese,North Indian,6,280,0.06,1680,1574.06,48,Delivered,4.5
9405,2024-01-29 22:20:00,13269,Bengaluru,Darshini Express,South Indian,4,220,0.09,880,801.47,40,Returned,
2631,2024-01-29 22:50:00,12997,Hyderabad,Chinese Bowl HYD,South Indian,1,220,0.14,220,188.19,44,Delivered,4.3
8185,2024-01-29 23:10:00,15715,Mumbai,BKC Biryani Works,North Indian,4,280,0.08,1120,1031.21,37,Delivered,4.3
3556,2024-01-29 23:30:00,11648,Bengaluru,Koramangala Biryani Co,Burgers,5,250,0.18,1250,1028.79,45,Delivered,4.4
6304,2024-01-29 23:40:00,15642,Mumbai,Pizza Hub BOM,South Indian,2,220,0.05,440,416.5,30,Delivered,4.9
10825,2024-01-30 01:40:00,19062,Pune,FC Road Spice,North Indian,4,280,0.15,1120,952.24,31,Delivered,4.1
2620,2024-01-30 03:00:00,13865,Bengaluru,Namma Chinese,Chinese,4,300,0.09,1200,1086.25,30,Delivered,4.8
1059,2024-01-30 03:10:00,11724,Hyderabad,Chinese Bowl HYD,Biryani,2,320,0.09,640,580.89,18,Delivered,4.8
8716,2024-01-30 04:20:00,17777,Chennai,Velachery Biryani,Burgers,2,250,0.1,500,448.23,34,Delivered,4.5
6803,2024-01-30 04:30:00,19415,Bengaluru,Koramangala Biryani Co,Biryani,2,320,0.01,640,630.87,44,Delivered,4.2
3863,2024-01-30 04:40:00,13301,Hyderabad,Pizza Hub HYD,Desserts,1,180,0.09,180,164.38,29,Delivered,5.0
6638,2024-01-30 04:40:00,15803,Hyderabad,Bawarchi,Desserts,3,180,0.06,540,506.09,27,Delivered,4.4
4422,2024-01-30 04:50:00,11002,Bengaluru,Koramangala Biryani Co,Pizza,4,450,0.13,1800,1571.78,33,Delivered,4.4
6226,2024-01-30 04:50:00,13515,Bengaluru,Pizza Hub BLR,Burgers,2,250,0.15,500,425.83,29,Delivered,4.7
4106,2024-01-30 05:00:00,11460,Chennai,T Nagar Chinese,Desserts,4,180,0.22,720,562.9,35,Delivered,4.0
11401,2024-01-30 05:40:00,15809,Bengaluru,Darshini Express,Pizza,1,450,0.19,450,366.23,37,Delivered,4.6
6674,2024-01-30 06:50:00,19512,Delhi,GK Desserts,Chinese,3,300,0.08,900,824.55,33,Delivered,4.3
10212,2024-01-30 16:10:00,14305,Bengaluru,Namma Chinese,South Indian,2,220,0.0,440,440.0,24,Delivered,4.6
1810,2024-01-30 16:20:00,10864,Hyderabad,Bawarchi,Burgers,2,250,0.1,500,449.59,23,Delivered,5.0
1411,2024-01-30 17:00:00,15858,Mumbai,Carter Desserts,South Indian,4,220,0.04,880,845.12,38,Delivered,4.1
6869,2024-01-30 18:40:00,11014,Bengaluru,Pizza Hub BLR,Burgers,3,250,0.15,750,637.68,27,Delivered,4.2
3421,2024-01-30 19:00:00,18610,Hyderabad,Chinese Bowl HYD,South Indian,2,220,0.03,440,426.24,30,Delivered,4.5
2466,2024-01-30 19:50:00,10091,Hyderabad,Chinese Bowl HYD,Biryani,1,320,0.02,320,312.52,44,Delivered,3.5
138,2024-01-30 20:20:00,10897,Bengaluru,Darshini Express,Biryani,1,320,0.1,320,288.04,46,Delivered,4.2
7467,2024-01-30 20:20:00,13570,Hyderabad,Bawarchi,Burgers,1,250,0.08,250,230.71,29,Delivered,4.1
2005,2024-01-30 20:40:00,12395,Delhi,Karol Bagh Biryani,Biryani,3,320,0.02,960,939.98,43,Delivered,3.7
1815,2024-01-30 20:40:00,17872,Chennai,Pizza Hub CHE,Burgers,2,250,0.19,500,403.34,46,Delivered,3.9
8865,2024-01-30 21:00:00,11326,Pune,Kothrud Chinese,North Indian,3,280,0.0,840,840.0,22,Delivered,4.6
6272,2024-01-30 21:00:00,13121,Pune,Kothrud Chinese,Burgers,3,250,0.12,750,657.78,42,Delivered,3.9
7831,2024-01-30 21:00:00,17496,Hyderabad,Paradise,Chinese,3,300,0.1,900,806.87,49,Delivered,3.8
1068,2024-01-30 21:10:00,11006,Hyderabad,Pizza Hub HYD,North Indian,3,280,0.09,840,768.47,41,Delivered,3.9
394,2024-01-30 21:10:00,15778,Mumbai,Carter Desserts,Chinese,2,300,0.09,600,544.8,40,Delivered,4.2
9601,2024-01-30 21:30:00,10299,Chennai,T Nagar Chinese,North Indian,5,280,0.13,1400,1220.31,50,Delivered,3.6
9868,2024-01-30 22:00:00,15268,Pune,Camp Biryani House,Desserts,2,180,0.19,360,290.66,47,Delivered,4.1
966,2024-01-30 22:10:00,18049,Hyderabad,Chinese Bowl HYD,South Indian,5,220,0.05,1100,1047.89,49,Delivered,3.8
10115,2024-01-30 22:20:00,13577,Bengaluru,Pizza Hub BLR,Burgers,7,250,0.15,1750,1488.73,52,Cancelled,
5160,2024-01-30 22:20:00,19909,Chennai,Pizza Hub CHE,Chinese,6,300,0.16,1800,1503.2,44,Delivered,4.0
5665,2024-01-30 22:50:00,13799,Pune,FC Road Spice,South Indian,2,220,0.05,440,417.0,47,Delivered,3.6
5080,2024-01-31 01:50:00,12191,Delhi,Pizza Hub DEL,Desserts,3,180,0.14,540,467.02,42,Delivered,4.4
4394,2024-01-31 03:30:00,10191,Bengaluru,Pizza Hub BLR,North Indian,6,280,0.07,1680,1561.95,40,Delivered,3.7
8710,2024-01-31 03:30:00,12424,Bengaluru,Pizza Hub BLR,Chinese,5,300,0.21,1500,1188.12,28,Delivered,4.3
3218,2024-01-31 03:30:00,18861,Hyderabad,Nizam Bites,North Indian,6,280,0.08,1680,1537.76,28,Delivered,4.9
9003,2024-01-31 03:30:00,12572,Bengaluru,Namma Chinese,South Indian,3,220,0.0,660,660.0,21,Delivered,4.3
7754,2024-01-31 03:40:00,13229,Bengaluru,Pizza Hub BLR,Chinese,4,300,0.07,1200,1120.07,28,Delivered,4.0
9258,2024-01-31 03:40:00,19113,Chennai,T Nagar Chinese,South Indian,2,220,0.07,440,409.43,43,Delivered,4.3
10639,2024-01-31 04:00:00,17347,Bengaluru,Darshini Express,Chinese,1,300,0.11,300,267.17,35,Returned,
1011,2024-01-31 04:20:00,14250,Hyderabad,Paradise,South Indian,4,220,0.06,880,828.33,29,Delivered,4.0
4566,2024-01-31 04:30:00,15932,Bengaluru,Taste of Indiranagar,Biryani,3,320,0.08,960,880.51,36,Delivered,4.0
